account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_terms,loan_status,loan_default,max_withdrawal,min_withdrawal_x,min_withdrawal_y,cc_payment,cc_payment
1394,Ceska Lipa,1994-12-27,monthly,1,0,,,,,,,14450,15,15,361.0,2.0
1395,Hl.m. Praha,1995-11-21,monthly,1,0,,,,,,,16400,15,15,10774.0,2.0
1396,Nachod,1996-06-26,monthly,1,1,,,,,,,63200,15,15,372.0,2.0
1397,Pelhrimov,1993-03-22,monthly,1,1,,,,,,,35680,15,15,10762.0,2.0
1398,Uherske Hradiste,1994-08-18,monthly,1,0,,,,,,,6300,100,100,10728.0,2.0
1399,Jicin,1996-05-20,monthly,2,0,,,,,,,8960,13,13,10679.0,2.0
1401,Hl.m. Praha,1993-08-12,monthly,1,0,,,,,,,14500,15,15,10650.0,2.0
1402,Ostrava - mesto,1993-03-26,monthly,2,0,,,,,,,10000,15,15,392.0,2.0
1403,Pelhrimov,1995-11-02,monthly,1,0,,,,,,,13500,15,15,393.0,2.0
1405,Blansko,1996-06-04,monthly,1,0,,,,,,,8790,15,15,40.0,2.0
1406,Svitavy,1994-03-04,monthly,2,0,,,,,,,12700,15,15,35.0,2.0
1408,Praha - vychod,1996-09-07,monthly,1,1,,,,,,,37500,15,15,1207.0,2.0
1410,Ostrava - mesto,1993-09-11,monthly,1,0,,,,,,,29600,15,15,1321.0,2.0
1411,Brno - mesto,1993-07-09,monthly,1,0,,,,,,,27400,15,15,1432.0,2.0
1412,Zlin,1993-05-18,monthly,2,0,,,,,,,16700,15,15,1453.0,2.0
1413,Znojmo,1995-06-07,monthly,1,0,,,,,,,20400,15,15,1461.0,2.0
1414,Jihlava,1995-01-17,monthly,1,0,,,,,,,14300,15,15,1508.0,2.0
1417,Prerov,1994-12-20,monthly,1,1,,,,,,,25600,15,15,1701.0,2.0
1418,Jablonec n. Nisou,1997-02-09,monthly,1,0,,,,,,,11700,15,15,1707.0,2.0
1419,Decin,1993-12-22,monthly,2,0,,,,,,,7600,15,15,1733.0,2.0
1420,Frydek - Mistek,1995-06-08,monthly,1,0,,,,,,,10150,15,15,1749.0,2.0
1421,Novy Jicin,1994-10-05,monthly,1,0,,,,,,,27400,15,15,1793.0,2.0
1422,Frydek - Mistek,1993-04-09,monthly,1,0,,,,,,,11000,15,15,1805.0,2.0
1423,Sumperk,1995-09-08,monthly,2,0,,,,,,,7200,15,15,1838.0,2.0
1424,Ceska Lipa,1997-05-20,monthly,2,0,,,,,,,18100,15,15,1895.0,2.0
1425,Sumperk,1993-07-06,monthly,1,0,,,,,,,28000,15,15,1896.0,2.0
1426,Teplice,1995-10-27,monthly,1,0,,,,,,,3440,15,15,1938.0,2.0
1427,Pelhrimov,1995-10-08,monthly,1,0,,,,,,,23520,15,15,2044.0,2.0
1429,Hodonin,1993-07-30,monthly,1,0,,,,,,,4620,15,15,2216.0,2.0
1430,Plzen - mesto,1997-02-13,monthly,2,0,,,,,,,6000,1100,1100,2269.0,2.0
1431,Usti nad Labem,1996-06-11,monthly,1,1,,,,,,,20800,15,15,2393.0,2.0
1432,Plzen - jih,1997-07-19,monthly,2,0,,,,,,,35000,15,15,2435.0,2.0
1434,Karvina,1997-08-08,monthly,1,0,,,,,,,3800,15,15,1231.0,2.0
1435,Hl.m. Praha,1996-12-01,monthly,1,0,,,,,,,42240,15,15,1170.0,2.0
1436,Beroun,1994-12-07,monthly,1,0,,,,,,,5300,15,15,24.0,2.0
1437,Svitavy,1995-01-13,monthly,1,0,,,,,,,8100,15,15,1056.0,2.0
1439,Praha - zapad,1996-01-27,monthly,2,0,,,,,,,2430,15,15,85.0,2.0
1440,Brno - venkov,1993-09-22,monthly,1,0,,,,,,,8580,15,15,116.0,2.0
1441,Svitavy,1994-10-25,monthly,1,0,,,,,,,6500,15,15,120.0,2.0
1442,Cheb,1993-05-23,monthly,1,0,,,,,,,36400,15,15,169.0,2.0
1443,Brno - mesto,1997-09-27,monthly,1,0,,,,,,,22300,15,15,217.0,2.0
1444,Karvina,1996-06-16,monthly,1,0,,,,,,,4560,15,15,240.0,2.0
1445,Prostejov,1996-03-16,monthly,1,0,,,,,,,7900,15,15,243.0,2.0
1446,Hodonin,1995-01-18,monthly,1,1,,,,,,,17800,15,15,257.0,2.0
1447,Znojmo,1997-02-20,monthly,1,0,5253.0,100080.0,2085.0,48.0,current,"('F',)",14400,15,15,278.0,2.0
1448,Hl.m. Praha,1995-10-07,monthly,2,0,,,,,,,5100,200,200,399.0,2.0
1449,Jablonec n. Nisou,1993-08-26,monthly,1,1,,,,,,,27500,15,15,447.0,2.0
1450,Vyskov,1996-04-07,monthly,1,1,,,,,,,8650,15,15,458.0,2.0
1451,Zlin,1993-06-24,monthly,1,0,,,,,,,8500,15,15,465.0,2.0
1452,Jicin,1995-09-16,monthly,1,0,,,,,,,26800,15,15,480.0,2.0
1454,Nachod,1997-07-25,monthly,1,0,,,,,,,2300,900,900,617.0,2.0
1455,Zdar nad Sazavou,1996-01-03,monthly,1,0,,,,,,,30560,5,5,625.0,2.0
1456,Nymburk,1996-04-12,monthly,1,1,,,,,,,64800,15,15,627.0,2.0
1458,Rokycany,1994-01-03,monthly,1,0,,,,,,,27900,15,15,863.0,2.0
1459,Pribram,1997-03-26,monthly,2,0,,,,,,,4300,15,15,880.0,2.0
1460,Brno - mesto,1996-11-29,monthly,1,0,,,,,,,3840,15,15,925.0,2.0
1461,Opava,1996-04-07,monthly,1,0,,,,,,,60700,15,15,1005.0,2.0
1463,Ceska Lipa,1996-09-25,monthly,1,0,,,,,,,6840,15,15,2497.0,2.0
1464,Opava,1996-10-21,monthly,1,0,,,,,,,59200,15,15,2498.0,2.0
1465,Sokolov,1995-06-08,monthly,1,0,,,,,,,7590,15,15,2527.0,2.0
1467,Litomerice,1994-04-27,monthly,1,1,,,,,,,20000,15,15,4003.0,2.0
1468,Brno - mesto,1993-10-11,monthly,1,0,,,,,,,5850,15,15,4010.0,2.0
1469,Bruntal,1995-12-15,monthly,1,0,,,,,,,6400,15,15,4013.0,2.0
1470,Prachatice,1994-02-10,monthly,1,0,,,,,,,25800,15,15,4071.0,2.0
1471,Hl.m. Praha,1996-07-21,monthly,1,0,,,,,,,28600,12,12,4134.0,2.0
1472,Benesov,1995-07-20,monthly,1,0,,,,,,,9500,15,15,4171.0,2.0
1473,Most,1996-04-16,monthly,1,0,,,,,,,6330,15,15,4186.0,2.0
1474,Vyskov,1996-09-14,monthly,2,0,,,,,,,2695,15,15,4245.0,2.0
1476,Trebic,1993-04-26,monthly,1,0,,,,,,,10900,15,15,4266.0,2.0
1477,Hl.m. Praha,1993-02-08,monthly,1,0,,,,,,,7300,15,15,4273.0,2.0
1478,Kolin,1996-10-30,monthly,1,1,,,,,,,55600,15,15,4318.0,2.0
1479,Brno - mesto,1995-04-04,monthly,1,0,,,,,,,5160,15,15,4332.0,2.0
1481,Cesky Krumlov,1993-01-17,monthly,1,0,,,,,,,4290,15,15,4352.0,2.0
1482,Louny,1996-12-08,monthly,1,1,,,,,,,24200,15,15,4386.0,2.0
1483,Praha - vychod,1996-01-09,monthly,2,0,,,,,,,30080,15,15,4408.0,2.0
1484,Karvina,1996-09-23,monthly,1,0,,,,,,,6400,15,15,4434.0,2.0
1485,Liberec,1993-10-03,monthly,1,1,,,,,,,62800,15,15,4442.0,2.0
1486,Vyskov,1996-01-15,monthly,1,1,,,,,,,22600,15,15,4471.0,2.0
1487,Zdar nad Sazavou,1993-09-10,monthly,2,0,,,,,,,2900,15,15,4511.0,2.0
1488,Klatovy,1997-04-29,monthly,1,0,,,,,,,11600,15,15,2.0,2.0
1490,Kolin,1996-07-25,monthly,1,0,,,,,,,56800,15,15,8.0,2.0
1491,Pardubice,1997-06-11,monthly,2,1,,,,,,,34880,15,15,12.0,2.0
1492,Karlovy Vary,1996-10-17,monthly,1,0,,,,,,,12400,15,15,3987.0,2.0
1493,Usti nad Labem,1993-01-09,monthly,1,0,,,,,,,12750,15,15,3950.0,2.0
1494,Hl.m. Praha,1997-10-08,monthly,1,1,,,,,,,25400,15,15,3869.0,2.0
1495,Liberec,1993-11-01,monthly,2,1,,,,,,,30600,15,15,2977.0,2.0
1496,Hodonin,1995-02-05,monthly,1,0,,,,,,,21500,15,15,2651.0,2.0
1497,Hl.m. Praha,1993-07-16,monthly,1,0,,,,,,,18700,15,15,2681.0,2.0
1499,Pardubice,1993-11-28,monthly,2,0,,,,,,,20640,15,15,2763.0,2.0
1500,Hradec Kralove,1996-10-01,monthly,1,1,,,,,,,25300,15,15,2771.0,2.0
1501,Svitavy,1996-08-11,monthly,1,0,,,,,,,15400,15,15,2775.0,2.0
1502,Hl.m. Praha,1996-10-02,monthly,1,0,,,,,,,48200,15,15,2811.0,2.0
1503,Novy Jicin,1996-04-10,monthly,1,0,,,,,,,4500,15,15,2818.0,2.0
1504,Hl.m. Praha,1996-08-26,monthly,1,0,,,,,,,29600,15,15,2840.0,2.0
1505,Jesenik,1993-04-23,monthly,1,0,,,,,,,28600,3,3,2882.0,2.0
1506,Trutnov,1997-10-13,monthly,1,0,,,,,,,11600,15,15,2889.0,2.0
1507,Jablonec n. Nisou,1993-08-03,monthly,2,1,,,,,,,46720,15,15,3052.0,2.0
1508,Jesenik,1996-01-22,monthly,1,0,,,,,,,66300,15,15,3860.0,2.0
1509,Trutnov,1994-05-19,monthly,1,0,,,,,,,15400,15,15,3141.0,2.0
1510,Decin,1996-03-11,monthly,1,0,,,,,,,38720,15,15,3217.0,2.0
1512,Hl.m. Praha,1994-01-08,monthly,1,0,,,,,,,17800,15,15,3555.0,2.0
1513,Sokolov,1993-08-23,monthly,1,1,,,,,,,19000,15,15,3597.0,2.0
1514,Melnik,1997-07-01,monthly,2,0,,,,,,,4800,15,15,3696.0,2.0
1515,Praha - zapad,1993-06-11,monthly,1,1,,,,,,,27600,15,15,3702.0,2.0
1516,Bruntal,1993-10-08,monthly,2,0,,,,,,,7860,15,15,3717.0,2.0
1517,Kolin,1996-08-24,monthly,2,0,,,,,,,4700,15,15,3755.0,2.0
1518,Bruntal,1993-04-21,monthly,1,0,,,,,,,27700,15,15,3778.0,2.0
1519,Nymburk,1995-06-14,monthly,1,1,,,,,,,22720,15,15,3787.0,2.0
1520,Rychnov nad Kneznou,1995-08-08,monthly,1,0,,,,,,,5600,15,15,9645.0,2.0
1521,Ostrava - mesto,1996-04-04,monthly,2,0,,,,,,,4300,15,15,2701.0,2.0
1522,Rychnov nad Kneznou,1997-08-02,monthly,1,0,,,,,,,18100,15,15,599.0,2.0
1524,Kutna Hora,1997-02-20,monthly,1,0,,,,,,,4400,15,15,7765.0,2.0
1525,Hodonin,1996-09-05,monthly,1,0,,,,,,,6500,15,15,7890.0,2.0
1526,Usti nad Orlici,1995-01-22,monthly,1,1,,,,,,,7700,15,15,651.0,2.0
1528,Svitavy,1996-06-08,monthly,1,0,5270.0,191088.0,3981.0,48.0,current,"('F',)",29120,15,15,7637.0,2.0
1529,Hl.m. Praha,1996-04-28,monthly,1,0,,,,,,,6300,15,15,5358.0,2.0
1530,Karvina,1995-05-27,monthly,1,0,,,,,,,8800,15,15,8330.0,2.0
1532,Brno - mesto,1996-09-19,monthly,2,0,,,,,,,43520,15,15,5912.0,2.0
1534,Hl.m. Praha,1993-05-24,monthly,1,0,,,,,,,25440,15,15,8899.0,2.0
1535,Nachod,1993-03-20,monthly,1,1,,,,,,,14080,15,15,8784.0,2.0
1537,Brno - mesto,1997-06-06,monthly,1,0,,,,,,,34400,15,15,7632.0,2.0
1538,Domazlice,1996-09-20,monthly,2,1,,,,,,,63800,15,15,5317.0,2.0
1540,Hl.m. Praha,1995-03-29,monthly,1,0,,,,,,,23500,15,15,5126.0,2.0
1541,Prostejov,1996-10-18,monthly,1,0,,,,,,,38200,15,15,5263.0,2.0
1542,Hl.m. Praha,1996-04-25,monthly,2,0,,,,,,,20900,15,15,5164.0,2.0
1543,Hl.m. Praha,1996-04-14,monthly,1,0,,,,,,,43300,15,15,8094.0,2.0
1544,Jesenik,1993-07-14,monthly,2,0,,,,,,,26240,15,15,6950.0,2.0
1545,Hl.m. Praha,1993-03-08,monthly,1,0,,,,,,,59100,15,15,692.0,2.0
1546,Cesky Krumlov,1996-11-20,monthly,1,0,,,,,,,8900,15,15,615.0,2.0
1547,Olomouc,1993-09-14,monthly,1,1,,,,,,,68200,15,15,5196.0,2.0
1548,Pardubice,1995-01-27,monthly,2,0,,,,,,,4900,15,15,659.0,2.0
1549,Tabor,1996-11-21,monthly,1,0,,,,,,,25800,15,15,8038.0,2.0
1550,Hl.m. Praha,1996-04-15,monthly,1,0,,,,,,,9800,15,15,533.0,2.0
1551,Olomouc,1997-06-18,monthly,2,0,,,,,,,8350,15,15,7713.0,2.0
1552,Pisek,1994-01-02,monthly,1,1,,,,,,,29700,15,15,6062.0,2.0
1553,Kromeriz,1996-12-21,monthly,1,0,,,,,,,27500,15,15,5283.0,2.0
1554,Pardubice,1994-11-15,monthly,1,1,,,,,,,35680,15,15,536.0,2.0
1555,Chomutov,1996-11-10,monthly,1,1,,,,,,,5900,15,15,6985.0,2.0
1556,Brno - mesto,1996-09-15,monthly,1,0,,,,,,,11400,15,15,621.0,2.0
1557,Zdar nad Sazavou,1996-12-13,monthly,1,0,,,,,,,9000,15,15,8645.0,2.0
1558,Ceska Lipa,1996-10-06,monthly,1,0,,,,,,,10900,15,15,575.0,2.0
1559,Ceske Budejovice,1994-10-08,monthly,1,1,,,,,,,43840,15,15,618.0,2.0
1560,Uherske Hradiste,1997-04-14,monthly,1,0,,,,,,,7600,15,15,660.0,2.0
1561,Zdar nad Sazavou,1995-04-01,monthly,2,0,,,,,,,8550,15,15,5650.0,2.0
1562,Hl.m. Praha,1995-08-30,monthly,1,0,,,,,,,7170,15,15,561.0,2.0
1563,Pardubice,1996-08-14,monthly,1,0,,,,,,,3900,100,100,7559.0,2.0
1564,Rychnov nad Kneznou,1996-03-05,monthly,1,0,,,,,,,19300,15,15,564.0,2.0
1565,Liberec,1993-10-20,monthly,1,0,,,,,,,15680,15,15,8127.0,2.0
1566,Opava,1993-07-07,monthly,1,0,,,,,,,41920,15,15,8129.0,2.0
1567,Praha - vychod,1997-08-19,monthly,1,1,,,,,,,21760,15,15,8625.0,2.0
1568,Cheb,1995-07-15,monthly,2,1,,,,,,,17120,15,15,606.0,2.0
1570,Hl.m. Praha,1994-03-12,monthly,1,0,,,,,,,4150,15,15,696.0,2.0
1571,Zdar nad Sazavou,1996-07-29,monthly,1,0,,,,,,,38900,15,15,7607.0,2.0
1572,Olomouc,1997-10-21,monthly,1,0,,,,,,,14400,15,15,7990.0,2.0
1573,Vyskov,1997-12-29,monthly,1,0,,,,,,,9650,15,15,644.0,2.0
1574,Prerov,1997-05-28,monthly,1,0,,,,,,,4250,15,15,8492.0,2.0
1575,Hl.m. Praha,1993-02-27,monthly,1,0,,,,,,,8600,15,15,8519.0,2.0
1577,Bruntal,1996-10-16,monthly,1,0,,,,,,,7560,15,15,558.0,2.0
1578,Rychnov nad Kneznou,1994-12-01,monthly,1,0,,,,,,,3680,15,15,5593.0,2.0
1579,Hodonin,1994-08-09,monthly,1,1,,,,,,,40800,15,15,6157.0,2.0
1580,Jesenik,1996-01-08,monthly,1,1,5281.0,194256.0,8094.0,24.0,current,"('F',)",63100,15,15,550.0,2.0
1581,Most,1995-10-12,monthly,2,1,,,,,,,47360,15,15,5574.0,2.0
1582,Plzen - sever,1996-05-01,monthly,1,0,,,,,,,7400,15,15,5572.0,2.0
1584,Sokolov,1993-05-27,monthly,1,0,,,,,,,8520,15,15,6358.0,2.0
1585,Havlickuv Brod,1996-02-23,monthly,1,0,,,,,,,19500,15,15,5477.0,2.0
1586,Hl.m. Praha,1996-10-03,monthly,2,0,,,,,,,42400,15,15,7485.0,2.0
1587,Hl.m. Praha,1996-12-11,monthly,1,0,,,,,,,29700,15,15,735.0,2.0
1588,Bruntal,1993-12-11,monthly,1,0,,,,,,,7800,15,15,619.0,2.0
1589,Litomerice,1993-08-07,monthly,2,0,,,,,,,4700,100,100,549.0,2.0
1590,Vsetin,1995-04-07,monthly,2,0,,,,,,,19360,15,15,548.0,2.0
1591,Znojmo,1996-01-10,monthly,1,1,,,,,,,57300,15,15,579.0,2.0
1592,Louny,1994-08-18,monthly,1,1,,,,,,,3680,15,15,5698.0,2.0
1593,Jindrichuv Hradec,1996-08-22,monthly,1,0,,,,,,,2340,15,15,5120.0,2.0
1594,Cesky Krumlov,1997-04-06,monthly,1,0,,,,,,,17600,15,15,771.0,2.0
1596,Karvina,1997-10-05,monthly,1,0,,,,,,,3600,15,15,775.0,2.0
1597,Frydek - Mistek,1995-07-04,monthly,1,0,,,,,,,9750,15,15,8092.0,2.0
1598,Cesky Krumlov,1997-04-12,monthly,2,0,,,,,,,62800,15,15,687.0,2.0
1599,Hodonin,1995-11-10,monthly,1,1,,,,,,,27300,15,15,700.0,2.0
1600,Hl.m. Praha,1996-09-13,monthly,2,0,,,,,,,10900,15,15,9472.0,2.0
1601,Praha - vychod,1993-02-09,monthly,2,0,,,,,,,4150,15,15,6148.0,2.0
1602,Decin,1993-09-19,monthly,1,0,,,,,,,12250,15,15,481.0,2.0
1603,Hl.m. Praha,1993-05-09,monthly,1,0,5285.0,78936.0,6578.0,12.0,"('expired',)","('F',)",11200,15,15,6495.0,2.0
1604,Brno - mesto,1993-12-16,monthly,1,0,,,,,,,28320,15,15,9403.0,2.0
1605,Olomouc,1993-12-16,monthly,1,1,,,,,,,64800,15,15,9353.0,2.0
1606,Cheb,1996-03-07,monthly,1,1,,,,,,,28700,15,15,752.0,2.0
1607,Novy Jicin,1996-04-20,monthly,2,0,,,,,,,24400,15,15,7745.0,2.0
1608,Plzen - mesto,1997-10-08,monthly,1,0,,,,,,,3680,15,15,592.0,2.0
1609,Usti nad Labem,1996-07-05,monthly,1,0,,,,,,,2017,15,15,9494.0,2.0
1610,Usti nad Orlici,1993-05-17,monthly,2,0,,,,,,,60900,15,15,7240.0,2.0
1611,Jesenik,1996-02-11,monthly,1,1,,,,,,,28400,15,15,9201.0,2.0
1612,Zdar nad Sazavou,1996-02-12,monthly,1,0,,,,,,,28400,15,15,782.0,2.0
1613,Hl.m. Praha,1995-09-13,monthly,1,0,,,,,,,10500,15,15,467.0,2.0
1614,Vyskov,1996-05-07,monthly,2,0,,,,,,,26400,15,15,468.0,2.0
1615,Hl.m. Praha,1997-10-20,monthly,1,0,,,,,,,7100,15,15,6592.0,2.0
1616,Domazlice,1997-02-07,monthly,1,0,,,,,,,7800,15,15,9583.0,2.0
1617,Jicin,1993-06-01,monthly,1,0,,,,,,,16000,15,15,474.0,2.0
1618,Kutna Hora,1996-12-18,monthly,1,0,,,,,,,5940,15,15,785.0,2.0
1619,Louny,1997-02-24,monthly,1,0,,,,,,,5800,15,15,9560.0,2.0
1620,Pelhrimov,1995-06-08,monthly,1,0,,,,,,,12050,15,15,9513.0,2.0
1621,Prerov,1993-12-01,monthly,1,0,,,,,,,25600,15,15,4851.0,2.0
1622,Prachatice,1996-04-12,monthly,1,0,,,,,,,16640,15,15,6097.0,2.0
1623,Hl.m. Praha,1996-02-04,monthly,2,0,,,,,,,37760,15,15,6138.0,2.0
1624,Blansko,1996-04-22,monthly,1,0,,,,,,,11950,15,15,4852.0,2.0
1625,Hl.m. Praha,1995-01-17,monthly,1,0,,,,,,,22000,15,15,9548.0,2.0
1626,Beroun,1994-03-15,monthly,1,1,,,,,,,56200,15,15,7274.0,2.0
1627,Hl.m. Praha,1994-01-20,monthly,1,0,,,,,,,29120,15,15,9241.0,2.0
1628,Prostejov,1993-01-10,monthly,1,0,,,,,,,9500,15,15,505.0,2.0
1629,Praha - vychod,1995-11-02,monthly,2,0,,,,,,,10550,15,15,682.0,2.0
1630,Olomouc,1993-07-28,monthly,1,0,,,,,,,7500,15,15,7190.0,2.0
1631,Praha - vychod,1996-09-27,monthly,1,0,,,,,,,3520,15,15,9006.0,2.0
1633,Trutnov,1995-02-22,monthly,1,0,,,,,,,11150,15,15,754.0,2.0
1634,Vsetin,1994-06-04,monthly,1,1,,,,,,,26000,15,15,6434.0,2.0
1635,Prachatice,1993-12-29,monthly,1,0,,,,,,,42720,15,15,525.0,2.0
1636,Blansko,1997-04-08,monthly,2,0,,,,,,,22900,15,15,580.0,2.0
1637,Hl.m. Praha,1993-01-08,monthly,1,0,,,,,,,9000,15,15,9024.0,2.0
1640,Rakovnik,1995-09-01,monthly,1,0,,,,,,,25400,15,15,8321.0,2.0
1641,Svitavy,1996-04-22,monthly,2,0,,,,,,,61900,15,15,8320.0,2.0
1642,Zlin,1995-05-27,monthly,1,0,,,,,,,7300,15,15,675.0,2.0
1644,Hl.m. Praha,1993-05-09,monthly,2,0,,,,,,,35680,15,15,629.0,2.0
1645,Svitavy,1996-10-16,monthly,1,0,,,,,,,12700,15,15,755.0,2.0
1647,Hl.m. Praha,1997-07-09,monthly,1,0,,,,,,,6400,12,12,518.0,2.0
1648,Teplice,1997-08-08,monthly,1,0,,,,,,,25400,15,15,6924.0,2.0
1649,Nachod,1993-01-26,monthly,1,1,,,,,,,39400,15,15,757.0,2.0
1650,Most,1997-12-06,monthly,1,0,,,,,,,23014,15,15,704.0,2.0
1651,Chomutov,1997-01-23,monthly,1,0,,,,,,,64800,15,15,9153.0,2.0
1652,Ostrava - mesto,1993-05-20,monthly,2,0,,,,,,,19600,15,15,4948.0,2.0
1653,Hl.m. Praha,1994-09-19,monthly,1,0,,,,,,,29800,15,15,657.0,2.0
1654,Sokolov,1996-08-05,monthly,1,1,,,,,,,61700,15,15,4981.0,2.0
1655,Usti nad Labem,1996-04-15,monthly,2,0,,,,,,,21500,15,15,3066.0,1.0
1656,Pardubice,1997-02-01,monthly,1,0,5293.0,189792.0,3954.0,48.0,current,"('F',)",23200,15,15,3939.0,1.0
1657,Pribram,1997-11-04,monthly,1,0,,,,,,,2156,15,15,3075.0,1.0
1658,Opava,1993-05-10,monthly,1,0,,,,,,,7140,15,15,7721.0,1.0
1659,Nachod,1996-12-25,monthly,2,0,,,,,,,11350,15,15,3076.0,1.0
1660,Hl.m. Praha,1995-09-22,monthly,1,1,,,,,,,55700,15,15,3063.0,1.0
1662,Hl.m. Praha,1997-08-11,monthly,1,1,,,,,,,18700,15,15,3068.0,1.0
1663,Brno - venkov,1996-11-02,monthly,2,0,,,,,,,8250,15,15,3072.0,1.0
1664,Breclav,1993-11-15,monthly,1,0,,,,,,,60300,15,15,7523.0,1.0
1665,Opava,1997-04-15,monthly,2,0,,,,,,,13650,15,15,3069.0,1.0
1666,Bruntal,1993-10-30,monthly,1,0,,,,,,,14800,15,15,3077.0,1.0
1667,Breclav,1996-08-18,monthly,2,0,,,,,,,9100,15,15,3070.0,1.0
1668,Uherske Hradiste,1997-03-07,monthly,1,0,,,,,,,9400,15,15,3078.0,1.0
1669,Most,1996-09-19,monthly,2,0,,,,,,,7200,15,15,7614.0,1.0
1670,Pribram,1996-01-02,monthly,2,0,,,,,,,10400,15,15,7562.0,1.0
1671,Kutna Hora,1993-05-05,monthly,1,0,,,,,,,6900,15,15,3943.0,1.0
1672,Kolin,1996-05-08,monthly,1,0,,,,,,,25100,15,15,3775.0,1.0
1673,Blansko,1993-12-08,monthly,1,0,,,,,,,5100,15,15,3062.0,1.0
1674,Hl.m. Praha,1995-09-15,monthly,2,0,,,,,,,28480,15,15,3028.0,1.0
1675,Liberec,1993-02-01,monthly,2,0,,,,,,,13500,15,15,8027.0,1.0
1677,Jesenik,1997-01-08,monthly,1,0,,,,,,,17760,15,15,3025.0,1.0
1678,Hl.m. Praha,1993-02-22,monthly,1,1,,,,,,,25600,15,15,8041.0,1.0
1679,Frydek - Mistek,1996-09-05,monthly,1,0,,,,,,,15200,15,15,3023.0,1.0
1680,Kromeriz,1993-12-10,monthly,1,0,,,,,,,24600,15,15,3022.0,1.0
1681,Frydek - Mistek,1997-07-11,monthly,1,0,,,,,,,21000,6,6,3016.0,1.0
1682,Semily,1995-12-22,monthly,1,0,,,,,,,25500,15,15,3013.0,1.0
1683,Vsetin,1996-11-01,monthly,1,0,,,,,,,28640,15,15,3012.0,1.0
1685,Plzen - sever,1995-12-13,monthly,2,1,,,,,,,42600,15,15,3008.0,1.0
1686,Praha - zapad,1993-11-18,monthly,1,0,,,,,,,19200,15,15,3006.0,1.0
1687,Cheb,1997-04-18,monthly,1,0,,,,,,,14500,15,15,8051.0,1.0
1688,Karvina,1993-02-27,monthly,2,0,,,,,,,7000,15,15,3960.0,1.0
1689,Brno - venkov,1993-09-07,monthly,2,0,,,,,,,9400,15,15,3961.0,1.0
1690,Jindrichuv Hradec,1995-10-07,monthly,1,0,,,,,,,12650,15,15,2999.0,1.0
1691,Rychnov nad Kneznou,1995-11-08,monthly,1,0,,,,,,,2400,15,15,2997.0,1.0
1692,Breclav,1995-03-29,monthly,1,0,,,,,,,35300,15,15,8149.0,1.0
1695,Sumperk,1993-01-03,monthly,1,1,,,,,,,64000,15,15,2989.0,1.0
1696,Hradec Kralove,1995-06-09,monthly,2,0,,,,,,,3960,15,15,3027.0,1.0
1697,Vyskov,1997-05-17,monthly,2,0,,,,,,,4900,15,15,8026.0,1.0
1698,Frydek - Mistek,1996-03-14,monthly,1,1,5301.0,141948.0,3943.0,36.0,current,"('F',)",17000,15,15,3061.0,1.0
1699,Blansko,1993-01-14,monthly,1,0,,,,,,,5550,15,15,3029.0,1.0
1700,Zlin,1995-11-18,monthly,1,1,,,,,,,25800,15,15,7733.0,1.0
1701,Hl.m. Praha,1993-08-10,monthly,1,0,,,,,,,51600,15,15,3060.0,1.0
1702,Breclav,1995-02-27,monthly,1,0,,,,,,,10900,15,15,3057.0,1.0
1703,Olomouc,1997-11-02,monthly,1,0,,,,,,,6850,15,15,7753.0,1.0
1704,Karvina,1995-09-22,monthly,1,0,,,,,,,6300,15,15,3049.0,1.0
1705,Karvina,1993-09-15,monthly,1,0,,,,,,,42560,15,15,3047.0,1.0
1706,Hl.m. Praha,1995-01-05,monthly,1,0,,,,,,,6450,15,15,7769.0,1.0
1707,Prerov,1997-01-13,monthly,1,0,,,,,,,23400,15,15,3045.0,1.0
1708,Domazlice,1994-11-21,monthly,1,0,,,,,,,25100,15,15,3044.0,1.0
1709,Karlovy Vary,1996-04-23,monthly,1,1,,,,,,,37760,15,15,3043.0,1.0
1710,Ostrava - mesto,1997-05-25,monthly,1,0,,,,,,,5500,15,15,7795.0,1.0
1711,Vyskov,1996-01-05,monthly,1,0,,,,,,,6540,15,15,7445.0,1.0
1712,Chrudim,1996-11-25,monthly,1,0,,,,,,,13000,15,15,7844.0,1.0
1713,Hradec Kralove,1993-03-03,monthly,1,0,,,,,,,36900,15,15,3040.0,1.0
1714,Olomouc,1994-09-08,monthly,1,0,,,,,,,3920,15,15,3954.0,1.0
1715,Prostejov,1996-05-26,monthly,1,0,,,,,,,34600,15,15,7859.0,1.0
1716,Nachod,1996-05-02,monthly,1,0,,,,,,,27000,15,15,7926.0,1.0
1717,Bruntal,1997-12-02,monthly,1,0,,,,,,,11700,15,15,7966.0,1.0
1718,Novy Jicin,1997-09-23,monthly,1,0,5304.0,172272.0,7178.0,24.0,current,"('F',)",60600,15,15,3032.0,1.0
1719,Hl.m. Praha,1993-09-06,monthly,2,0,,,,,,,7850,15,15,3031.0,1.0
1720,Jablonec n. Nisou,1995-05-16,monthly,1,0,,,,,,,3300,100,100,7997.0,1.0
1721,Frydek - Mistek,1993-03-25,monthly,1,0,,,,,,,4700,100,100,3082.0,1.0
1722,Ceska Lipa,1996-03-11,monthly,1,0,,,,,,,40960,15,15,6715.0,1.0
1723,Karvina,1997-11-04,monthly,2,0,,,,,,,20400,8,8,7418.0,1.0
