"account_id","district_name","open_date","statement_frequency","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
1314,NA,"1993-12-03","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,123,174283,-41126
1315,NA,"1995-04-17","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,100,174283,-41126
1316,NA,"1996-12-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,45,174283,-41126
1317,NA,"1994-02-18","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
1318,NA,"1997-12-22","monthly",1,0,185544,5154,36,"current",FALSE,"T",87400,0,26,174283,-41126
1319,NA,"1997-08-08","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1320,NA,"1996-11-18","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
1321,NA,"1997-03-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
1322,NA,"1993-07-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
1323,NA,"1996-05-20","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,64,174283,-41126
1324,NA,"1996-11-05","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,54,174283,-41126
1325,NA,"1996-08-08","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,59,174283,-41126
1326,NA,"1996-11-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,60,174283,-41126
1327,NA,"1994-08-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
1328,NA,"1996-05-04","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
1329,NA,"1996-09-16","monthly",2,0,23520,1960,12,"expired",FALSE,"T",87400,0,59,174283,-41126
1330,NA,"1996-10-22","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,66,174283,-41126
1331,NA,"1995-01-03","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,98,174283,-41126
1332,NA,"1993-03-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,140,174283,-41126
1333,NA,"1994-09-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,112,174283,-41126
1334,NA,"1993-05-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,147,174283,-41126
1335,NA,"1995-09-21","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,83,174283,-41126
1336,NA,"1997-02-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
1337,NA,"1993-09-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,176,174283,-41126
1338,NA,"1993-01-11","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,182,174283,-41126
1339,NA,"1997-07-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1340,NA,"1997-10-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,33,174283,-41126
1341,NA,"1995-11-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,71,174283,-41126
1342,NA,"1997-10-09","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1344,NA,"1995-07-16","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,101,174283,-41126
1345,NA,"1993-10-19","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,126,174283,-41126
1346,NA,"1997-07-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,41,174283,-41126
1347,NA,"1996-11-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,48,174283,-41126
1348,NA,"1997-11-12","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,31,174283,-41126
1349,NA,"1996-03-05","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,69,174283,-41126
1350,NA,"1996-08-25","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,61,174283,-41126
1351,NA,"1996-03-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,63,174283,-41126
1352,NA,"1994-09-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,104,174283,-41126
1353,NA,"1994-04-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,115,174283,-41126
1354,NA,"1997-06-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1355,NA,"1997-08-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1356,NA,"1997-02-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
1357,NA,"1995-11-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,100,174283,-41126
1358,NA,"1996-04-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,86,174283,-41126
1359,NA,"1993-12-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,95,174283,-41126
1360,NA,"1994-08-14","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,143,174283,-41126
1361,NA,"1996-12-09","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,49,174283,-41126
1362,NA,"1996-12-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,44,174283,-41126
1363,NA,"1997-03-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,44,174283,-41126
1365,NA,"1996-03-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1366,NA,"1993-02-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,167,174283,-41126
1367,NA,"1996-08-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,59,174283,-41126
1368,NA,"1996-12-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
1369,NA,"1996-03-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,82,174283,-41126
1370,NA,"1996-09-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1371,NA,"1994-04-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,109,174283,-41126
1372,NA,"1993-03-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,205,174283,-41126
1373,NA,"1993-06-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
1374,NA,"1996-09-26","monthly",1,0,389136,8107,48,"current",FALSE,"T",87400,0,56,174283,-41126
1375,NA,"1994-04-27","monthly",1,0,45336,1889,24,"expired",FALSE,"T",87400,0,116,174283,-41126
1376,NA,"1995-09-20","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,75,174283,-41126
1377,NA,"1996-09-25","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1378,NA,"1993-03-04","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,142,174283,-41126
1379,NA,"1997-10-01","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,33,174283,-41126
1380,NA,"1996-02-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
1381,NA,"1993-11-01","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,125,174283,-41126
1382,NA,"1993-08-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,131,174283,-41126
1383,NA,"1996-04-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,62,174283,-41126
1384,NA,"1996-03-28","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,68,174283,-41126
1385,NA,"1997-05-08","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
1387,NA,"1997-01-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
1388,NA,"1994-05-02","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
1389,NA,"1997-08-05","monthly",1,0,125472,5228,24,"current",FALSE,"T",87400,0,52,174283,-41126
1390,NA,"1996-12-30","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,59,174283,-41126
1391,NA,"1996-12-21","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,50,174283,-41126
1392,NA,"1993-04-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,140,174283,-41126
1393,NA,"1996-11-24","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,58,174283,-41126
1394,NA,"1994-12-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,93,174283,-41126
1395,NA,"1995-11-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,97,174283,-41126
1396,NA,"1996-06-26","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,88,174283,-41126
1397,NA,"1993-03-22","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,148,174283,-41126
1398,NA,"1994-08-18","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
1399,NA,"1996-05-20","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,76,174283,-41126
1401,NA,"1993-08-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,127,174283,-41126
1402,NA,"1993-03-26","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,153,174283,-41126
1403,NA,"1995-11-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,78,174283,-41126
1404,NA,"1993-09-22","weekly",2,0,NA,NA,NA,NA,NA,"F",87400,0,166,174283,-41126
1405,NA,"1996-06-04","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,81,174283,-41126
1406,NA,"1994-03-04","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,117,174283,-41126
1407,NA,"1997-04-11","after every transaction",2,0,125472,5228,24,"current",FALSE,"T",87400,0,72,174283,-41126
1408,NA,"1996-09-07","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
1410,NA,"1993-09-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,130,174283,-41126
1411,NA,"1993-07-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,137,174283,-41126
1412,NA,"1993-05-18","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,136,174283,-41126
1413,NA,"1995-06-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,86,174283,-41126
1414,NA,"1995-01-17","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,98,174283,-41126
1416,NA,"1993-07-12","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,156,174283,-41126
1417,NA,"1994-12-20","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,99,174283,-41126
1418,NA,"1997-02-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,49,174283,-41126
1419,NA,"1993-12-22","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,118,174283,-41126
1420,NA,"1995-06-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,87,174283,-41126
1421,NA,"1994-10-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,163,174283,-41126
1422,NA,"1993-04-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,133,174283,-41126
1423,NA,"1995-09-08","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,84,174283,-41126
1424,NA,"1997-05-20","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,40,174283,-41126
1425,NA,"1993-07-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,175,174283,-41126
1426,NA,"1995-10-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,73,174283,-41126
1427,NA,"1995-10-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,86,174283,-41126
1429,NA,"1993-07-30","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,127,174283,-41126
1430,NA,"1997-02-13","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,8,174283,-41126
1431,NA,"1996-06-11","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,104,174283,-41126
1432,NA,"1997-07-19","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,35,174283,-41126
1434,NA,"1997-08-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,35,174283,-41126
1435,NA,"1996-12-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
1436,NA,"1994-12-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,125,174283,-41126
1437,NA,"1995-01-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,104,174283,-41126
1438,NA,"1997-09-18","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1439,NA,"1996-01-27","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
1440,NA,"1993-09-22","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,152,174283,-41126
1441,NA,"1994-10-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,98,174283,-41126
1442,NA,"1993-05-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
1443,NA,"1997-09-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,32,174283,-41126
1444,NA,"1996-06-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,81,174283,-41126
1445,NA,"1996-03-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,78,174283,-41126
1446,NA,"1995-01-18","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,96,174283,-41126
1447,NA,"1997-02-20","monthly",1,0,100080,2085,48,"current",FALSE,"T",87400,0,52,174283,-41126
1448,NA,"1995-10-07","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,45,174283,-41126
1449,NA,"1993-08-26","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,170,174283,-41126
1450,NA,"1996-04-07","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
1451,NA,"1993-06-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,130,174283,-41126
1452,NA,"1995-09-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,80,174283,-41126
1453,NA,"1993-09-25","weekly",1,1,NA,NA,NA,NA,NA,"F",87400,0,175,174283,-41126
1454,NA,"1997-07-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,14,174283,-41126
1455,NA,"1996-01-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,82,174283,-41126
1456,NA,"1996-04-12","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,109,174283,-41126
1458,NA,"1994-01-03","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,122,174283,-41126
1459,NA,"1997-03-26","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,39,174283,-41126
1460,NA,"1996-11-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
1461,NA,"1996-04-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
1463,NA,"1996-09-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
1464,NA,"1996-10-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,82,174283,-41126
1465,NA,"1995-06-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,106,174283,-41126
1466,NA,"1997-03-26","weekly",2,1,NA,NA,NA,NA,NA,"F",87400,0,28,174283,-41126
1467,NA,"1994-04-27","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
1468,NA,"1993-10-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,121,174283,-41126
1469,NA,"1995-12-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,70,174283,-41126
1470,NA,"1994-02-10","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,121,174283,-41126
1471,NA,"1996-07-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,60,174283,-41126
1472,NA,"1995-07-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1473,NA,"1996-04-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,61,174283,-41126
1474,NA,"1996-09-14","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1475,NA,"1993-06-14","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,159,174283,-41126
1476,NA,"1993-04-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,134,174283,-41126
1477,NA,"1993-02-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,143,174283,-41126
1478,NA,"1996-10-30","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
1479,NA,"1995-04-04","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,108,174283,-41126
1480,NA,"1996-07-03","weekly",1,1,123300,3425,36,"current",FALSE,"T",87400,0,68,174283,-41126
1481,NA,"1993-01-17","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,139,174283,-41126
1482,NA,"1996-12-08","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1483,NA,"1996-01-09","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,95,174283,-41126
1484,NA,"1996-09-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1485,NA,"1993-10-03","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,139,174283,-41126
1486,NA,"1996-01-15","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,72,174283,-41126
1487,NA,"1993-09-10","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,129,174283,-41126
1488,NA,"1997-04-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,43,174283,-41126
1490,NA,"1996-07-25","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,69,174283,-41126
1491,NA,"1997-06-11","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,43,174283,-41126
1492,NA,"1996-10-17","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,49,174283,-41126
1493,NA,"1993-01-09","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,145,174283,-41126
1494,NA,"1997-10-08","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,32,174283,-41126
1495,NA,"1993-11-01","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,126,174283,-41126
1496,NA,"1995-02-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,97,174283,-41126
1497,NA,"1993-07-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,136,174283,-41126
1498,NA,"1997-02-07","weekly",1,0,165780,2763,60,"current",FALSE,"T",87400,0,69,174283,-41126
1499,NA,"1993-11-28","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,164,174283,-41126
1500,NA,"1996-10-01","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,56,174283,-41126
1501,NA,"1996-08-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,55,174283,-41126
1502,NA,"1996-10-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
1503,NA,"1996-04-10","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,61,174283,-41126
1504,NA,"1996-08-26","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
1505,NA,"1993-04-23","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,130,174283,-41126
1506,NA,"1997-10-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1507,NA,"1993-08-03","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,135,174283,-41126
1508,NA,"1996-01-22","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,71,174283,-41126
1509,NA,"1994-05-19","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,112,174283,-41126
1510,NA,"1996-03-11","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,71,174283,-41126
1511,NA,"1994-03-13","after every transaction",1,1,NA,NA,NA,NA,NA,"F",87400,0,151,174283,-41126
1512,NA,"1994-01-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,131,174283,-41126
1513,NA,"1993-08-23","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,132,174283,-41126
1514,NA,"1997-07-01","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,37,174283,-41126
1515,NA,"1993-06-11","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,138,174283,-41126
1516,NA,"1993-10-08","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,121,174283,-41126
1517,NA,"1996-08-24","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
1518,NA,"1993-04-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,138,174283,-41126
1519,NA,"1995-06-14","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,87,174283,-41126
1520,NA,"1995-08-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,78,174283,-41126
1521,NA,"1996-04-04","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
1522,NA,"1997-08-02","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,48,174283,-41126
1523,NA,"1997-11-24","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,36,174283,-41126
1524,NA,"1997-02-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,42,174283,-41126
1525,NA,"1996-09-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,57,174283,-41126
1526,NA,"1995-01-22","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,115,174283,-41126
1527,NA,"1993-11-17","after every transaction",1,0,164052,4557,36,"expired",TRUE,"T",87400,0,150,174283,-41126
1528,NA,"1996-06-08","monthly",1,0,191088,3981,48,"current",FALSE,"T",87400,0,68,174283,-41126
1529,NA,"1996-04-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,76,174283,-41126
1530,NA,"1995-05-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,83,174283,-41126
1532,NA,"1996-09-19","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,73,174283,-41126
1534,NA,"1993-05-24","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,149,174283,-41126
1535,NA,"1993-03-20","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,190,174283,-41126
1536,NA,"1993-01-22","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,172,174283,-41126
1537,NA,"1997-06-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,40,174283,-41126
1538,NA,"1996-09-20","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1539,NA,"1993-01-03","after every transaction",1,0,NA,NA,NA,NA,NA,"F",87400,0,159,174283,-41126
1540,NA,"1995-03-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1541,NA,"1996-10-18","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,86,174283,-41126
1542,NA,"1996-04-25","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,63,174283,-41126
1543,NA,"1996-04-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,115,174283,-41126
1544,NA,"1993-07-14","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,138,174283,-41126
1545,NA,"1993-03-08","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,142,174283,-41126
1546,NA,"1996-11-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,53,174283,-41126
1547,NA,"1993-09-14","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,128,174283,-41126
1548,NA,"1995-01-27","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1549,NA,"1996-11-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,52,174283,-41126
1550,NA,"1996-04-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,75,174283,-41126
1551,NA,"1997-06-18","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,33,174283,-41126
1552,NA,"1994-01-02","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,121,174283,-41126
1553,NA,"1996-12-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,60,174283,-41126
1554,NA,"1994-11-15","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,102,174283,-41126
1555,NA,"1996-11-10","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
1556,NA,"1996-09-15","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,51,174283,-41126
1557,NA,"1996-12-13","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,46,174283,-41126
1558,NA,"1996-10-06","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,63,174283,-41126
1559,NA,"1994-10-08","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,105,174283,-41126
1560,NA,"1997-04-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,47,174283,-41126
1561,NA,"1995-04-01","monthly",2,0,NA,NA,NA,NA,NA,"F",87400,0,91,174283,-41126
1562,NA,"1995-08-30","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,77,174283,-41126
1563,NA,"1996-08-14","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,6,174283,-41126
1564,NA,"1996-03-05","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,117,174283,-41126
1565,NA,"1993-10-20","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,157,174283,-41126
1566,NA,"1993-07-07","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,142,174283,-41126
1567,NA,"1997-08-19","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,34,174283,-41126
1568,NA,"1995-07-15","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,84,174283,-41126
1570,NA,"1994-03-12","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,111,174283,-41126
1571,NA,"1996-07-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,60,174283,-41126
1572,NA,"1997-10-21","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,30,174283,-41126
1573,NA,"1997-12-29","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,23,174283,-41126
1574,NA,"1997-05-28","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,35,174283,-41126
1575,NA,"1993-02-27","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,137,174283,-41126
1576,NA,"1996-08-06","weekly",1,0,NA,NA,NA,NA,NA,"F",87400,0,67,174283,-41126
1577,NA,"1996-10-16","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,68,174283,-41126
1578,NA,"1994-12-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,99,174283,-41126
1579,NA,"1994-08-09","monthly",1,1,NA,NA,NA,NA,NA,"F",87400,0,114,174283,-41126
1580,NA,"1996-01-08","monthly",1,1,194256,8094,24,"current",FALSE,"T",87400,0,85,174283,-41126
1581,NA,"1995-10-12","monthly",2,1,NA,NA,NA,NA,NA,"F",87400,0,102,174283,-41126
1582,NA,"1996-05-01","monthly",1,0,NA,NA,NA,NA,NA,"F",87400,0,65,174283,-41126
1583,NA,"1994-11-17","after every transaction",1,0,388512,8094,48,"current",TRUE,"T",87400,0,141,174283,-41126
